id,fails,passes,Priority,CreatedDate,Steps,LastResult
20932,6,2,3,2021-10-23,16,0
20933,6,1,2,2021-08-23,10,1
20934,8,5,3,2021-10-17,7,0
20935,2,6,2,2021-10-25,20,0
20936,4,7,1,2021-10-25,26,0
20937,8,9,1,2021-08-13,3,1
20938,8,10,1,2021-11-26,3,1
20939,1,3,1,2021-11-17,1,0
20940,8,1,3,2021-08-10,7,0
20941,6,8,3,2021-10-19,9,1
20942,10,2,3,2021-09-15,14,1
20943,5,4,1,2021-11-07,18,1
20944,2,1,2,2021-08-24,19,0
20945,4,4,1,2021-11-02,19,1
20946,3,9,1,2021-08-27,22,1
20947,8,5,2,2021-10-20,7,0
20948,5,7,1,2021-10-05,2,1
20949,1,5,3,2021-12-27,10,1
20950,1,1,1,2021-10-23,11,1
20951,9,1,3,2021-11-29,11,0
20952,3,3,2,2021-08-26,8,1
20953,2,1,1,2021-11-16,30,1
20954,4,6,1,2021-09-21,5,0
20955,7,2,3,2021-12-24,8,1
20956,6,10,2,2021-10-20,24,1
20957,10,5,1,2021-10-07,16,1
20958,6,9,1,2021-09-10,9,1
20959,10,2,3,2021-11-18,27,0
20960,3,9,3,2021-12-27,9,1
20961,6,9,1,2021-08-17,8,0
20962,1,6,2,2021-09-02,12,1
20963,2,6,1,2021-11-14,8,1
20964,9,8,3,2021-08-21,18,0
20965,9,8,1,2021-08-31,7,0
20966,4,4,2,2021-10-11,26,0
20967,7,7,3,2021-08-08,10,1
20968,2,7,2,2021-09-21,22,1
20969,1,7,1,2021-08-07,15,0
20970,2,7,3,2021-12-30,8,0
20971,8,9,3,2021-09-18,20,0
20972,9,3,2,2021-12-05,30,0
20973,3,10,1,2021-08-03,18,1
20974,2,2,1,2021-09-03,19,0
20975,10,8,2,2021-09-18,6,0
20976,8,10,3,2021-11-28,13,1
20977,8,4,2,2021-12-17,30,1
20978,4,7,1,2021-08-09,13,0
20979,1,10,3,2021-11-20,25,1
20980,2,10,1,2021-09-02,21,1
20981,6,10,1,2021-09-07,29,0
20982,7,9,3,2021-10-13,9,0
20983,4,6,2,2021-11-16,28,0
20984,5,7,2,2021-11-06,30,0
20985,5,6,3,2021-09-28,10,0
20986,5,8,1,2021-11-15,18,1
20987,6,4,2,2021-09-17,25,0
20988,1,2,1,2021-12-17,4,0
20989,3,8,1,2021-09-09,4,0
20990,1,10,2,2021-10-28,28,1
20991,8,2,2,2021-08-02,7,0
20992,3,9,2,2021-10-13,22,1
20993,4,2,1,2021-12-09,4,1
20994,1,1,3,2021-12-07,5,0
20995,4,8,1,2021-09-09,12,1
20996,2,4,1,2021-08-04,11,1
20997,6,7,2,2021-08-07,10,0
20998,3,4,2,2021-09-15,29,1
20999,3,4,1,2021-10-12,28,0
21000,5,8,2,2021-08-19,3,1
21001,2,3,1,2021-11-15,20,0
21002,3,7,1,2021-10-03,8,1
21003,1,9,3,2021-08-02,23,0
21004,6,8,3,2021-09-11,26,1
21005,10,10,1,2021-08-17,25,1
21006,4,5,2,2021-12-02,4,0
21007,1,8,1,2021-10-07,1,0
21008,10,10,1,2021-10-04,4,0
21009,9,1,1,2021-09-13,4,0
21010,9,5,3,2021-10-06,27,1
21011,8,7,1,2021-09-04,25,0
21012,9,4,2,2021-10-29,4,0
21013,10,8,1,2021-12-04,27,1
21014,5,1,1,2021-11-19,25,0
21015,1,3,3,2021-12-28,13,0
21016,8,4,1,2021-10-13,28,1
21017,7,5,2,2021-08-22,20,0
21018,10,2,1,2021-10-04,24,0
21019,5,6,1,2021-11-19,7,0
21020,6,10,2,2021-11-04,11,0
21021,2,8,3,2021-12-05,9,0
21022,3,7,3,2021-11-02,2,0
21023,4,3,1,2021-12-18,7,0
21024,7,9,1,2021-12-18,28,1
21025,7,4,2,2021-12-02,10,0
21026,3,8,1,2021-08-31,29,1
21027,7,1,2,2021-09-09,3,1
21028,4,5,1,2021-08-15,23,1
21029,9,10,2,2021-11-16,5,1
21030,4,6,2,2021-12-20,15,0
21031,2,10,2,2021-09-13,8,0
21032,9,1,1,2021-11-10,30,0
21033,3,9,3,2021-09-30,25,1
21034,7,1,1,2021-10-29,28,0
21035,5,6,3,2021-12-29,28,0
21036,1,3,3,2021-10-26,10,0
21037,4,6,3,2021-11-22,15,0
21038,9,9,1,2021-11-23,15,0
21039,5,4,1,2021-10-07,20,1
21040,3,8,3,2021-08-21,15,0
21041,8,10,2,2021-12-29,19,1
21042,2,5,3,2021-09-29,12,0
21043,5,4,3,2021-08-09,18,0
21044,8,6,3,2021-09-20,5,0
21045,7,8,1,2021-09-24,25,1
21046,3,5,3,2021-12-21,23,1
21047,6,10,2,2021-10-17,13,0
21048,2,1,3,2021-11-26,10,0
21049,4,7,3,2021-08-07,4,1
21050,2,4,2,2021-11-04,20,0
21051,3,1,3,2021-08-14,25,1
21052,7,1,1,2021-08-10,20,0
21053,4,1,2,2021-12-16,24,0
21054,1,1,3,2021-12-06,9,1
21055,3,3,3,2021-12-26,13,0
21056,1,2,2,2021-08-24,17,1
21057,9,8,2,2021-10-29,2,0
21058,7,3,1,2021-08-17,30,0
21059,2,10,3,2021-09-29,30,0
21060,7,7,1,2021-09-11,11,0
21061,8,10,2,2021-08-26,2,1
21062,9,6,3,2021-09-03,28,1
21063,7,2,3,2021-12-12,30,1
21064,6,9,1,2021-12-12,4,0
21065,5,5,1,2021-08-11,15,1
21066,3,9,2,2021-09-13,8,0
21067,9,5,3,2021-11-07,11,0
21068,7,1,3,2021-12-11,1,1
21069,6,1,1,2021-09-25,19,0
21070,3,3,2,2021-08-23,1,0
21071,5,10,3,2021-12-17,13,0
21072,9,6,3,2021-10-07,15,0
21073,6,3,3,2021-12-21,7,1
21074,1,10,2,2021-11-27,22,1
21075,4,9,1,2021-11-07,14,0
21076,2,1,2,2021-12-04,5,0
21077,9,6,1,2021-12-11,1,0
21078,2,6,2,2021-12-03,6,0
21079,3,3,1,2021-09-28,28,0
21080,1,9,3,2021-11-01,5,1
21081,7,3,3,2021-09-08,4,0
21082,3,7,3,2021-11-27,21,0
21083,4,1,3,2021-10-26,22,0
21084,2,1,1,2021-09-03,10,1
21085,10,6,1,2021-08-03,15,0
21086,1,2,1,2021-08-19,8,1
21087,2,9,3,2021-09-05,24,1
21088,6,4,2,2021-10-30,17,1
21089,10,2,2,2021-12-27,5,1
21090,6,6,2,2021-08-01,21,1
21091,8,8,3,2021-11-30,1,0
21092,10,8,1,2021-10-01,19,0
21093,5,5,1,2021-12-14,16,1
21094,3,7,3,2021-10-20,23,1
21095,10,7,3,2021-11-10,29,1
21096,8,7,2,2021-08-02,23,1
21097,8,6,3,2021-08-04,10,0
21098,5,2,2,2021-09-15,23,0
21099,2,1,1,2021-10-28,30,0
21100,1,2,1,2021-12-14,5,1
21101,5,4,2,2021-09-02,7,0
21102,5,6,1,2021-11-07,7,1
21103,6,7,2,2021-08-18,2,0
21104,8,8,3,2021-12-22,15,1
21105,5,6,2,2021-10-14,5,1
21106,2,8,1,2021-10-02,20,0
21107,5,3,1,2021-09-08,4,1
21108,3,3,1,2021-09-14,7,1
21109,9,2,1,2021-12-29,7,1
21110,8,3,1,2021-08-22,23,1
21111,3,9,2,2021-08-24,16,0
21112,8,3,3,2021-11-14,2,1
21113,10,5,1,2021-09-04,15,1
21114,8,5,3,2021-09-08,16,1
21115,5,7,1,2021-10-05,29,1
21116,3,8,3,2021-11-15,7,0
21117,7,8,3,2021-08-23,13,0
21118,5,8,2,2021-11-03,16,0
21119,4,7,1,2021-10-26,17,0
21120,7,1,1,2021-11-06,12,0
21121,1,6,3,2021-08-16,19,1
21122,6,3,2,2021-09-05,14,1
21123,7,9,1,2021-10-18,6,0
21124,10,5,1,2021-08-31,8,1
21125,8,2,2,2021-09-18,28,0
21126,10,8,3,2021-11-02,8,1
21127,6,10,1,2021-12-19,26,0
21128,3,8,2,2021-08-15,23,1
21129,1,8,1,2021-09-08,21,0
21130,6,3,2,2021-10-06,3,1
21131,7,9,2,2021-08-03,6,1
21132,3,2,1,2021-10-17,26,0
21133,2,9,1,2021-11-26,16,0
21134,8,5,2,2021-09-12,14,1
21135,2,10,1,2021-09-27,27,0
21136,8,7,3,2021-12-26,22,0
21137,6,3,2,2021-09-26,1,0
21138,8,10,3,2021-08-09,11,0
21139,8,4,2,2021-08-25,4,0
21140,7,4,2,2021-10-12,29,0
21141,8,6,1,2021-12-04,19,1
21142,6,6,3,2021-10-12,21,1
21143,1,3,2,2021-10-11,20,1
21144,4,4,3,2021-11-19,5,1
21145,10,3,2,2021-08-29,10,1
21146,8,3,1,2021-08-09,18,0
21147,5,2,2,2021-08-25,1,1
21148,6,1,3,2021-12-14,13,1
21149,9,3,3,2021-08-14,25,0
21150,6,3,1,2021-08-29,13,1
21151,2,3,2,2021-08-02,18,1
21152,4,7,3,2021-08-11,20,1
21153,3,10,1,2021-09-07,30,1
21154,2,9,3,2021-09-23,11,0
21155,2,5,1,2021-08-19,23,1
21156,1,7,2,2021-12-24,22,1
21157,9,4,2,2021-08-25,14,0
21158,3,5,1,2021-09-17,17,0
21159,7,6,3,2021-12-18,14,1
21160,5,7,1,2021-11-28,28,0
21161,5,4,2,2021-09-16,17,0
21162,1,9,2,2021-09-03,12,1
21163,9,8,1,2021-12-16,19,0
21164,8,8,1,2021-10-06,14,1
21165,1,1,2,2021-10-17,14,1
21166,6,7,3,2021-12-28,5,0
21167,1,4,3,2021-09-28,24,0
21168,5,2,3,2021-11-01,14,0
21169,10,2,2,2021-12-19,25,0
21170,4,10,1,2021-12-10,26,1
21171,2,4,3,2021-11-05,10,1
21172,1,7,2,2021-11-25,9,0
21173,8,6,3,2021-12-20,30,1
21174,4,6,2,2021-12-17,27,1
21175,1,3,2,2021-11-18,26,1
21176,5,3,3,2021-08-19,30,1
21177,5,9,1,2021-10-23,18,0
21178,7,4,3,2021-10-28,10,0
21179,8,10,1,2021-11-28,16,0
21180,4,6,1,2021-12-17,15,0
21181,5,6,2,2021-12-22,26,0
21182,2,8,1,2021-09-24,29,0
21183,5,10,3,2021-11-17,13,0
21184,6,4,2,2021-10-05,12,1
21185,2,5,1,2021-11-26,6,1
21186,3,6,3,2021-10-24,13,1
21187,10,8,1,2021-10-19,28,0
21188,6,10,2,2021-12-22,24,1
21189,6,10,1,2021-08-07,6,1
21190,8,8,1,2021-08-23,27,0
21191,10,4,1,2021-11-17,10,0
21192,1,8,2,2021-10-30,4,1
21193,9,8,2,2021-12-01,5,0
21194,1,10,3,2021-09-08,29,0
21195,3,5,2,2021-11-20,26,1
21196,3,4,3,2021-12-13,2,1
21197,2,7,1,2021-10-16,16,0
21198,9,6,3,2021-11-15,6,0
21199,4,5,1,2021-09-21,24,0
21200,8,1,3,2021-08-08,8,0
21201,2,6,1,2021-11-11,28,1
21202,10,9,3,2021-09-10,23,1
21203,2,6,3,2021-11-23,8,0
21204,5,3,3,2021-10-21,12,1
21205,4,6,1,2021-08-27,17,0
21206,1,4,1,2021-10-06,7,0
21207,1,1,3,2021-08-31,19,1
21208,3,6,3,2021-12-17,2,1
21209,2,8,1,2021-08-21,30,1
21210,4,8,2,2021-10-16,11,1
21211,8,9,1,2021-08-11,13,0
21212,7,7,2,2021-09-07,25,0
21213,8,4,1,2021-10-21,2,1
21214,8,2,3,2021-10-27,26,0
21215,6,10,2,2021-10-09,10,1
21216,9,9,1,2021-09-12,8,0
21217,9,4,2,2021-11-29,4,1
21218,9,7,2,2021-08-03,21,1
21219,3,7,2,2021-12-13,29,0
21220,8,8,1,2021-12-18,4,0
21221,3,4,2,2021-09-19,23,1
21222,9,4,2,2021-10-19,25,0
21223,8,3,1,2021-11-18,20,1
21224,9,3,3,2021-08-07,3,1
21225,8,7,2,2021-12-08,11,0
21226,1,6,1,2021-12-28,22,0
21227,1,8,2,2021-08-28,15,1
21228,8,6,1,2021-10-12,23,0
21229,8,5,3,2021-09-29,8,0
21230,2,10,2,2021-10-01,21,0
21231,1,7,2,2021-08-04,12,1
21232,2,7,3,2021-11-09,13,0
21233,9,3,3,2021-08-28,4,0
21234,2,6,1,2021-11-12,22,1
21235,1,6,1,2021-11-01,5,0
21236,8,10,1,2021-11-07,4,0
21237,4,3,2,2021-11-13,16,1
21238,10,6,3,2021-08-22,7,0
21239,8,5,3,2021-12-26,24,1
21240,6,10,2,2021-09-05,14,0
21241,2,3,3,2021-10-22,22,1
21242,2,5,1,2021-10-17,4,0
21243,2,1,3,2021-12-11,19,0
21244,3,7,1,2021-12-25,13,0
21245,3,10,1,2021-09-21,24,0
21246,4,5,3,2021-11-01,18,0
21247,2,6,1,2021-12-05,12,1
21248,4,10,3,2021-11-10,17,0
21249,10,8,1,2021-11-23,27,1
21250,1,6,3,2021-12-29,25,1
21251,9,5,3,2021-12-07,13,1
21252,4,8,1,2021-08-26,20,1
21253,9,8,3,2021-09-13,1,0
21254,9,4,3,2021-08-04,2,0
21255,3,1,3,2021-12-15,30,1
21256,10,9,1,2021-10-10,5,0
21257,1,2,1,2021-11-17,19,0
21258,7,6,3,2021-12-28,24,1
21259,6,7,1,2021-08-30,16,1
21260,4,8,2,2021-11-05,7,1
21261,4,4,2,2021-10-11,29,1
21262,1,2,1,2021-09-27,5,0
21263,3,3,2,2021-09-27,19,0
21264,10,6,2,2021-08-09,17,1
21265,4,4,3,2021-11-15,7,1
21266,10,9,3,2021-08-02,9,1
21267,5,3,1,2021-10-04,28,1
21268,4,5,2,2021-09-06,27,1
21269,6,10,3,2021-11-23,18,0
21270,10,5,3,2021-11-30,18,1
21271,4,8,3,2021-12-08,30,1
21272,4,4,3,2021-10-23,7,0
21273,8,5,3,2021-09-18,27,0
21274,10,4,1,2021-09-06,19,0
21275,1,7,1,2021-09-13,16,1
21276,7,5,1,2021-11-17,19,0
21277,9,10,2,2021-08-09,26,0
21278,2,9,1,2021-08-12,25,1
21279,6,8,1,2021-11-01,28,1
21280,2,1,3,2021-09-17,9,1
21281,5,9,1,2021-10-01,4,1
21282,1,10,3,2021-09-28,18,0
21283,6,8,2,2021-12-25,27,0
21284,8,5,3,2021-08-12,24,0
21285,7,10,3,2021-12-14,17,0
21286,10,3,2,2021-10-05,27,0
21287,9,2,1,2021-09-07,18,0
21288,5,5,3,2021-08-15,8,0
21289,5,6,2,2021-12-01,30,0
21290,10,2,2,2021-09-17,20,1
21291,8,6,3,2021-12-30,13,0
21292,4,3,2,2021-12-08,20,0
21293,3,3,2,2021-12-12,9,1
21294,8,6,2,2021-08-26,2,0
21295,2,5,1,2021-08-20,14,0
21296,7,10,2,2021-09-29,22,1
21297,5,9,3,2021-11-21,17,0
21298,9,7,1,2021-11-08,10,1
21299,5,4,2,2021-08-13,27,1
21300,5,4,1,2021-11-28,22,0
21301,9,10,1,2021-08-01,27,1
21302,7,3,2,2021-12-25,7,1
21303,9,8,1,2021-11-12,18,1
21304,4,8,2,2021-11-30,25,0
21305,9,4,2,2021-12-06,7,0
21306,3,5,3,2021-10-31,23,0
21307,6,5,2,2021-09-16,24,1
21308,6,6,2,2021-10-06,30,1
21309,1,2,1,2021-10-01,8,0
21310,10,10,1,2021-10-06,23,0
21311,6,6,1,2021-09-13,17,1
21312,3,7,2,2021-08-25,29,0
21313,8,7,3,2021-09-25,24,0
21314,4,10,3,2021-09-16,21,0
21315,9,7,3,2021-08-11,26,1
21316,2,9,1,2021-09-14,29,0
21317,8,3,3,2021-09-07,5,0
21318,5,7,1,2021-12-19,9,1
21319,1,10,2,2021-11-02,4,0
21320,1,5,3,2021-10-09,28,1
21321,4,2,3,2021-11-22,13,1
21322,3,8,2,2021-08-27,3,1
21323,2,3,1,2021-11-06,20,0
21324,2,10,1,2021-11-03,12,1
21325,8,6,1,2021-08-26,17,0
21326,7,5,1,2021-08-20,12,1
21327,5,7,1,2021-11-12,16,1
21328,1,10,1,2021-10-25,21,1
21329,3,7,1,2021-08-18,25,0
21330,4,4,3,2021-10-22,21,0
21331,2,1,1,2021-09-05,1,0
21332,7,6,3,2021-10-30,19,1
21333,2,9,3,2021-12-24,10,0
21334,7,4,3,2021-09-15,14,0
21335,2,7,2,2021-11-15,19,1
21336,2,1,3,2021-09-11,7,0
21337,2,9,2,2021-10-06,6,1
21338,7,10,2,2021-11-30,16,0
21339,8,10,1,2021-08-31,27,1
21340,6,4,2,2021-12-02,15,0
21341,2,1,1,2021-08-12,7,0
21342,1,2,2,2021-11-15,9,0
21343,5,9,3,2021-11-23,21,0
21344,1,2,2,2021-09-19,26,1
21345,8,5,2,2021-09-28,21,0
21346,3,7,1,2021-09-01,10,1
21347,3,2,3,2021-09-19,8,0
21348,9,8,3,2021-11-25,18,0
21349,8,9,2,2021-10-27,16,1
21350,6,2,1,2021-09-16,20,0
21351,6,3,3,2021-10-20,1,1
21352,4,10,2,2021-11-25,20,0
21353,8,3,3,2021-10-27,23,1
21354,6,2,2,2021-09-15,29,0
21355,3,8,1,2021-12-19,12,1
21356,2,5,2,2021-09-01,9,1
21357,1,8,3,2021-11-14,11,1
21358,2,4,2,2021-12-27,1,0
21359,5,3,3,2021-09-04,14,0
21360,3,8,1,2021-09-03,23,1
21361,7,2,1,2021-11-21,6,1
21362,1,4,3,2021-10-20,12,1
21363,6,7,3,2021-09-21,22,1
21364,2,5,2,2021-09-12,16,1
21365,6,5,1,2021-08-28,21,1
21366,10,8,1,2021-11-08,11,1
21367,9,10,3,2021-11-13,11,0
21368,6,3,3,2021-11-07,4,0
21369,5,1,3,2021-09-20,13,1
21370,10,3,3,2021-10-21,26,1
21371,5,1,3,2021-08-19,7,1
21372,8,10,1,2021-10-06,10,1
21373,7,7,2,2021-08-03,17,1
21374,1,9,1,2021-12-19,2,0
21375,1,1,1,2021-09-29,22,0
21376,10,5,1,2021-09-13,16,0
21377,3,7,1,2021-08-20,2,0
21378,7,7,1,2021-08-05,17,0
21379,6,4,1,2021-12-15,26,0
21380,1,10,1,2021-09-01,17,1
21381,8,8,2,2021-10-08,17,1
21382,5,5,2,2021-08-23,6,1
21383,10,4,1,2021-11-03,16,0
21384,1,8,1,2021-11-11,10,0
21385,10,9,2,2021-12-11,13,0
21386,2,8,1,2021-09-05,23,1
21387,3,3,3,2021-09-24,3,0
21388,1,5,3,2021-08-09,17,0
21389,3,6,1,2021-10-16,2,1
21390,3,8,1,2021-10-21,27,1
21391,10,8,2,2021-11-20,15,1
21392,4,8,1,2021-09-17,14,0
21393,2,9,1,2021-10-12,4,0
21394,9,4,1,2021-08-29,3,1
21395,9,6,2,2021-08-26,2,1
21396,8,1,1,2021-12-29,21,0
21397,6,1,1,2021-12-13,11,1
21398,8,1,2,2021-11-08,10,1
21399,9,8,2,2021-11-01,26,1
21400,4,3,3,2021-10-01,9,1
21401,3,6,1,2021-08-17,14,1
21402,5,1,1,2021-10-20,9,0
21403,5,6,1,2021-10-27,8,1
21404,7,5,2,2021-09-04,18,0
21405,3,1,2,2021-10-11,4,0
21406,5,9,2,2021-09-23,13,0
21407,1,10,1,2021-09-04,14,1
21408,5,1,1,2021-09-17,8,1
21409,4,4,1,2021-08-22,18,0
21410,5,3,3,2021-10-05,12,1
21411,5,4,2,2021-11-14,9,0
21412,10,8,3,2021-12-08,10,0
21413,8,6,2,2021-08-22,26,1
21414,3,7,1,2021-10-31,5,0
21415,4,1,3,2021-10-02,22,0
21416,7,6,3,2021-09-29,26,1
21417,7,4,3,2021-10-30,19,1
21418,7,6,1,2021-08-02,15,1
21419,8,2,1,2021-10-19,1,1
21420,5,9,3,2021-08-03,25,1
21421,10,6,1,2021-11-21,23,1
21422,10,3,1,2021-10-21,26,0
21423,6,9,1,2021-09-12,10,0
21424,7,1,3,2021-12-28,11,0
21425,3,3,1,2021-11-30,14,1
21426,1,5,3,2021-08-27,20,1
21427,7,5,2,2021-10-17,14,1
21428,2,2,1,2021-11-14,13,1
21429,4,3,2,2021-09-23,12,0
21430,7,7,1,2021-09-03,13,0
21431,10,4,1,2021-12-24,12,1
21432,2,7,2,2021-11-16,25,0
21433,9,6,3,2021-12-21,25,1
21434,5,9,3,2021-12-27,9,1
21435,10,2,2,2021-09-24,9,1
21436,5,8,2,2021-12-20,6,1
21437,2,7,2,2021-11-17,9,1
21438,4,6,2,2021-11-28,16,0
21439,6,8,3,2021-12-20,18,1
21440,8,10,2,2021-10-20,21,0
21441,10,2,3,2021-12-04,21,1
21442,6,1,1,2021-08-31,21,1
21443,9,3,1,2021-09-10,12,0
21444,1,1,3,2021-10-26,16,0
21445,8,2,2,2021-12-13,10,1
21446,3,9,2,2021-11-07,6,0
21447,8,1,1,2021-10-17,19,0
21448,1,9,2,2021-10-21,16,0
21449,4,2,2,2021-10-07,26,0
21450,8,2,1,2021-09-18,28,0
21451,10,9,2,2021-09-01,30,0
21452,7,7,2,2021-12-05,5,0
21453,2,6,3,2021-12-01,16,1
21454,1,5,1,2021-12-29,6,0
21455,3,2,3,2021-12-28,9,1
21456,7,8,2,2021-12-08,21,0
21457,2,2,3,2021-12-18,11,1
21458,4,10,1,2021-12-26,3,1
21459,10,7,2,2021-12-04,4,1
21460,3,2,1,2021-09-14,18,0
21461,3,8,2,2021-11-15,17,0
21462,7,9,3,2021-09-01,6,0
21463,3,1,3,2021-11-12,17,1
21464,6,6,1,2021-08-05,7,0
21465,10,5,3,2021-08-24,3,0
21466,9,7,2,2021-11-30,29,1
21467,7,8,2,2021-11-07,7,0
21468,4,5,2,2021-11-11,27,1
21469,4,5,1,2021-10-27,17,0
21470,10,6,2,2021-11-01,30,1
21471,6,4,1,2021-12-02,23,0
21472,9,8,1,2021-11-25,7,0
21473,8,5,2,2021-10-16,20,1
21474,5,2,2,2021-08-26,26,0
21475,7,2,3,2021-12-27,6,1
21476,9,8,1,2021-12-04,18,0
21477,6,4,2,2021-09-15,5,0
21478,3,9,3,2021-12-07,28,0
21479,6,4,1,2021-10-01,10,1
21480,3,8,3,2021-10-16,2,0
21481,4,10,3,2021-09-06,13,1
21482,2,6,1,2021-08-30,26,0
21483,1,7,1,2021-08-28,18,0
21484,10,7,1,2021-11-21,20,0
21485,5,5,3,2021-10-09,20,0
21486,4,3,1,2021-12-17,29,0
21487,4,8,1,2021-12-26,27,1
21488,8,2,1,2021-10-16,21,0
21489,2,10,3,2021-09-29,18,1
21490,8,2,1,2021-12-29,14,0
21491,10,7,2,2021-08-16,6,1
21492,8,5,3,2021-12-23,28,0
21493,10,4,3,2021-11-20,11,0
21494,5,2,3,2021-09-18,8,0
21495,5,1,2,2021-12-27,18,0
21496,3,6,2,2021-08-10,5,1
21497,8,2,1,2021-09-12,20,1
21498,1,10,1,2021-10-26,12,1
21499,4,9,3,2021-12-03,13,1
21500,7,5,2,2021-09-06,4,1
21501,7,9,1,2021-11-03,29,1
21502,7,4,1,2021-08-25,15,0
21503,4,9,2,2021-12-14,6,0
21504,5,9,3,2021-12-20,6,0
21505,8,6,1,2021-11-27,17,1
21506,10,6,3,2021-09-05,3,1
21507,5,5,3,2021-12-11,9,0
21508,6,8,2,2021-09-22,29,1
21509,4,7,2,2021-09-01,3,1
21510,6,4,2,2021-10-03,22,1
21511,6,3,1,2021-12-03,4,0
21512,3,10,3,2021-11-28,5,1
21513,6,6,2,2021-12-10,21,0
21514,10,10,2,2021-09-13,21,1
21515,5,2,2,2021-08-10,10,0
21516,7,9,3,2021-11-14,13,0
21517,9,6,1,2021-10-23,15,1
21518,4,9,2,2021-11-30,7,0
21519,3,5,2,2021-10-26,3,0
21520,2,9,3,2021-12-20,14,0
21521,2,7,2,2021-09-03,29,1
21522,7,1,2,2021-11-28,26,1
21523,3,4,3,2021-10-19,6,0
21524,7,2,2,2021-08-16,2,1
21525,5,5,1,2021-10-14,21,0
21526,4,10,1,2021-12-18,3,1
21527,7,9,3,2021-10-13,6,1
21528,8,5,1,2021-09-14,10,0
21529,1,9,2,2021-08-28,10,1
21530,6,7,2,2021-11-04,4,0
21531,1,10,1,2021-11-15,12,1
21532,2,1,1,2021-11-04,14,1
21533,1,1,2,2021-11-17,30,0
21534,7,1,3,2021-12-10,26,0
21535,4,5,2,2021-09-15,12,1
21536,7,8,2,2021-10-09,25,1
21537,3,3,1,2021-12-22,24,0
21538,9,5,1,2021-11-14,4,0
21539,5,5,2,2021-09-08,2,0
21540,8,7,3,2021-08-09,19,1
21541,9,1,1,2021-10-09,30,0
21542,7,7,1,2021-10-13,16,0
21543,10,2,1,2021-08-04,9,0
21544,9,8,1,2021-11-29,27,1
21545,3,4,3,2021-10-12,28,0
21546,2,8,1,2021-11-11,26,0
21547,4,6,2,2021-10-05,17,1
21548,5,4,3,2021-10-15,1,0
21549,4,5,3,2021-11-11,16,1
21550,2,6,3,2021-12-06,20,0
21551,5,4,3,2021-09-15,30,1
21552,4,1,1,2021-09-27,26,0
21553,9,3,1,2021-10-18,2,0
21554,1,1,1,2021-10-11,2,0
21555,3,10,1,2021-09-10,15,1
21556,4,10,2,2021-12-10,22,0
21557,2,1,3,2021-09-18,9,1
21558,6,1,3,2021-11-18,12,0
21559,3,1,3,2021-09-24,27,1
21560,5,2,3,2021-08-06,29,0
21561,3,3,3,2021-08-15,30,0
21562,4,5,2,2021-09-15,17,1
21563,4,8,1,2021-12-27,29,0
21564,6,9,3,2021-08-17,8,1
21565,10,10,2,2021-08-31,1,0
21566,2,2,3,2021-11-04,19,1
21567,4,7,1,2021-09-05,20,0
21568,5,7,3,2021-12-19,28,0
21569,1,5,3,2021-12-01,24,0
21570,3,2,3,2021-11-25,20,0
21571,4,3,3,2021-12-13,1,0
21572,1,3,3,2021-12-13,23,1
21573,9,9,2,2021-08-27,27,0
21574,3,9,1,2021-11-28,1,1
21575,1,1,3,2021-10-15,16,0
21576,5,2,1,2021-11-06,7,0
21577,9,7,1,2021-08-28,12,0
21578,5,7,2,2021-09-06,17,0
21579,10,7,1,2021-10-23,27,0
21580,1,5,1,2021-10-18,11,0
21581,6,2,1,2021-10-14,28,1
21582,10,1,2,2021-09-24,19,0
21583,10,2,2,2021-09-22,26,1
21584,7,8,3,2021-08-30,14,0
21585,6,9,3,2021-12-30,24,0
21586,3,8,3,2021-08-25,11,0
21587,5,8,2,2021-09-28,28,0
21588,6,9,3,2021-08-23,3,1
21589,6,5,2,2021-08-27,3,0
21590,5,6,2,2021-11-15,6,1
21591,7,5,1,2021-09-26,21,1
21592,1,7,2,2021-08-11,25,1
21593,1,10,2,2021-12-14,10,1
21594,5,6,3,2021-09-12,21,1
21595,3,10,1,2021-08-02,17,0
21596,1,2,1,2021-10-13,6,0
21597,9,1,3,2021-10-15,25,0
21598,3,5,1,2021-11-11,18,1
21599,4,10,2,2021-11-16,1,1
21600,8,6,1,2021-09-09,24,1
21601,3,1,3,2021-09-04,29,0
21602,8,2,3,2021-09-18,16,1
21603,3,9,1,2021-08-10,4,0
21604,4,9,3,2021-12-02,25,1
21605,10,3,1,2021-10-15,4,1
21606,2,7,3,2021-12-24,12,1
21607,1,1,3,2021-10-31,5,0
21608,1,10,2,2021-08-18,26,1
21609,10,1,1,2021-08-25,24,1
21610,4,5,3,2021-10-30,5,1
21611,7,3,3,2021-10-29,29,0
21612,10,9,2,2021-09-18,3,0
21613,9,10,1,2021-12-01,8,1
21614,6,5,2,2021-12-06,29,0
21615,8,5,2,2021-12-13,3,0
21616,4,4,1,2021-11-07,2,0
21617,4,9,2,2021-11-21,20,0
21618,7,4,2,2021-10-07,9,0
21619,10,6,2,2021-09-19,4,1
21620,7,3,2,2021-10-11,27,1
21621,1,3,3,2021-11-03,28,1
21622,7,7,2,2021-11-12,13,0
21623,9,4,3,2021-10-24,1,1
21624,7,4,1,2021-12-07,26,1
21625,10,1,1,2021-11-04,25,1
21626,8,10,3,2021-11-16,24,0
21627,3,5,3,2021-09-26,10,1
21628,2,6,1,2021-09-10,21,1
21629,1,4,1,2021-10-08,9,0
